Code article,Désignation,Marque,Modèle,Detail - القطاعي - LYD - Lybia,P.A HT
ARSB80761,مخرج شطاف مع علاق أسود,فيدار,FD12008-B,110.0,69.0
ARSB80762,مخرج شطاف مع علاق ذهبي,فيدار,FD12008-G,115.0,75.0
ARSB80768,رشاش دوش كروم,فيدار,,65.0,37.5
ALVM50776,رأس سيفوني كروم,فيب,OSY-6,65.0,18.0
PS20922,علاقة مناشف زوجية كروم,سانيتاري ويرز,WL-30,200.0,130.0
ME10926,خلاط حوض المطبخ شجرة مولة كروم,ليسو,JR031-85,370.0,245.0
ARSB80935,مصب حوض وجه طويل بدون تحويلة كروم,ليسو,079-30,190.0,110.0
ML30936,مرايا حمام مع إضاءة لد كريستال 60*80سم,ديولو,DIOLLO 040,210.0,135.0
AM0955,دولاب حمام -70 سم,بن أمور,DS53-70,650.0,300.0
VS10956,حوض وجه معلق -70 سم,سانيتاري واير,DS53-70,400.0,250.0
AM0967,دولاب حمام -60 سم,بن أمور,003-60,600.0,310.0
VS10968,حوض وجه معلق -60 سم,سانيتاري واير,003-60,400.0,250.0
AM40969,مراية دولاب حمام 60 سم,بن أمور,003-60-AB,350.0,150.0
AM0971,دولاب حمام -60 سم,بن أمور,011-60,600.0,310.0
VS10972,حوض وجه معلق -60 سم,سانيتاري واير,011-60,400.0,250.0
AM40973,مراية دولاب حمام 60 سم,بن أمور,011-60-C,350.0,150.0
AM0975,دولاب حمام -60 سم,بن أمور,009-60,600.0,310.0
VS10976,حوض وجه معلق -60 سم,سانيتاري واير,009-60,400.0,250.0
AM40977,مراية دولاب حمام 60 سم,بن أمور,009-60-F,350.0,150.0
RFP1991,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 50سم",فانسكي,vip,60.0,65.0
PA31004,مدور نحاسي,سانيتاري ويرز,NEMBER-10,5.0,1.35
ML31021,مرايا حمام ضد البخار لد بالعلاقة اطار وردة كروم70*70سم,RIMERIO,670,230.0,148.0
ML31022,مرايا حمام ضد البخار لد بالعلاقة اطار وردةأسود70*70سم,RIMERIO,672,230.0,148.0
ALVM51034,سيفون حوض الوجه كروم,مونتانا س.ل,MT-9101,230.0,145.0
ARSB81046,وصلة مسطرة دوش60 كروم سم,DOUS,DT-52,25.0,6.95
ARSB81047,وصلة مسطرة دوش40سم كروم,سانيتاري ويرز,,25.0,6.3
AECU51048,سيفون حوض المطبخ راس كبير بالهواية,سانيتاري ويرز,,50.0,33.5
ML30797,مرايا حمام ضد البخار مع إضاءة لد بالعلاقة اطار أسود 70*70سم,سانيتاري ويرز,4017,280.0,185.0
MO10925,خلاط حوض المطبخ مولة تحلية كروم,ليسو,JR031-35,430.0,265.0
ALVM50790,رأس سيفوني رخامي,سانيتاري ويرز,41,60.0,18.0
MC10990,مجرى 40 سم *6 سم كروم,lineardrain,6A40/T42TC,255.0,185.0
MT30064,خلاط شطاف مع شطاف أسود,شيزا,NOVA,330.0,215.0
VP20216,حوض وجه فوق الرخام ذهبي -48سم,ب.أمور,G340,300.0,154.0
RO10287,مسكر زاوية ''1/2 * ''1/2 كروم,فينوس,S-8,35.0,18.0
ATWC50424,بتارية مقعد أرضي تحت,سانيتاري ويرز,,80.0,62.5
ARSB80018,مصب حوض وجه كروم,توريما,0320011-T45,270.0,185.0
MF20189,مراية حمام صغيرة بالعلاقة ضد البخار كروم,ونكو,CALI,40.0,15.0
AASB30198,صابون سائل,بضائع أوروبية,RUBBERMAID,15.0,10.0
ML10859,خلاط حوض وجه أسود,سانيتاري ويرز,OM-105-BLACK,150.0,60.0
SI10509,سلكون حراري استرا اسود 1600c,,,30.0,23.0
MA20913,خلاط حوض المطبخ سحاب أسود مطفي,بن أمور,B.AMOR031,320.0,210.0
WS10170,مقعد معلق رايملس أبيض,تركواز سيراستايل,AQUA NEW DESIGN,1100.0,873.0
AASB30004,موزع صابون ابيض,فينوس,SD11w,50.0,31.04
ARSB80031,شطاف ظغط دائري طتش مع طوبو كروم,توريما,1372-013,220.0,135.0
MT30243,خلاط شطاف كروم,توريما,VELVET 8V25111-093,380.0,295.0
VP20483,حوض وجه فوق الرخام أبيض -40*30 سم,ب.أمور,SH-8218A,200.0,103.0
AASB30310,صابونية كروم حساس,سانيتاري ويرز,WL19,80.0,48.0
WS10590,مقعد معلق رايملس رصاصي,ب.أمور,SH-006MG,900.0,570.0
ARSB80599,كسكاس دوش مربع شريحه 250 مم,توريما,1372-01485-001,320.0,180.0
ARSB80907,كسكاس دوش مربع 300*200 مم مع قصبة أسود,سانيتاري ويرز,OM-118B,110.0,55.0
ARSB81038,وصلة مسطرة دوش40سم ذهبي,سانيتاري ويرز,,25.0,13.5
ARSB81039,وصلة مسطرة دوش40سم أسود,سانيتاري ويرز,,25.0,12.5
WP20477,مقعد أرضي ملحوم مربع قصير أبيض,ب.أمور,SH-805,1150.0,680.0
MTE60562,خلاط شطاف مدفون كروم,بيلا,M30,250.0,165.0
ML30796,مرايا حمام ضد البخار مع إضاءة لد 80*100 سم,سانيتاري ويرز,4015,270.0,180.0
CD40426,مسطرة دوش زوجية كروم,بضائع أوروبية,5034-E MONTE,590.0,320.0
RFP1420,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 30سم",سانيتاري ويرز,اسباني,20.0,10.5
PS20039,علاقة مناشف كروم,سانيتاري ويرز,,90.0,32.0
ARSB80017,مصب دوش قصير بدون تحويلة كروم,توريما,0328111-T40,450.0,300.0
AASB30031,صابونية كروم,ونكو,SAN REMO,75.0,22.5
ART0023,صابونية كروم,فينوس,BA807,145.0,84.0
CD40002,مسطرة دوش زوجية كروم,بضائع أوروبية,5034-E MONTE,580.0,350.0
ATWC50156,مثبت غطاء مقعد سكة هندي,سانيتاري ويرز,,10.0,2.95
ARSB80460,مصب دوش بدون تحويلة كروم,فينوس,RACHEL D2ES,140.0,71.78
ARSB88400,طوبو شطاف 120 سم كروم,فينوس,9001,60.0,23.0
ML10800,خلاط حوض وجه كروم,بن أمور,B.AMOR004,340.0,225.0
ARSB80500,شطاف ظغط مربع مع طوبو كروم,ليسو,,160.0,78.0
ARSB80125,مخرج شطاف كروم,فينوس,OLER,60.0,43.6
RA20007,"كوع 32"" لحام",فرات,بي بي ر - PPR,3.0,1.321
RA20034,"سنيسكا 25"" كروم",فرات,بي بي ر - PPR,85.0,61.0
RA30002,طوبو1.5'' 6 متر,الرطيل,جي أم GM,50.0,39.0
RA30006,"مثلث 6"" 87.5°",الرطيل,جي أم GM,68.0,57.0
RA30024,"جرجوري 4"" * 3""",الرطيل,جي أم GM,30.0,17.0
RA30038,"ديسكو حديد تنظيف 7"" 180 مم",كداس,A 30 PLUS T-BF,17.0,10.5
RA30040,"ديسكو طرانجة 14"" 350 مم",كداس,A 24 PLUS T-BF,35.0,24.75
RA30043,"ديسكو تنظيف 4.5"" 115 مم",كداس,A 24 PLUS T-BF,10.0,5.65
RA30044,"ديسكو تنظيف 4"" 100*6.4*16",إيما,A 24 P BF,8.0,3.75
RA30096,كلبس كاو رقم 10,الشركة العالمية للتصدير و الإستيراد,,3.0,0.85
EL50097,كلبس كاو رقم 12,الشركة العالمية للتصدير و الإستيراد,,3.5,1.35
EL50096,كلبس كاو رقم 16,الشركة العالمية للتصدير و الإستيراد,,4.0,1.9
EL50098,كلبس كاو رقم 18,الشركة العالمية للتصدير و الإستيراد,,4.0,2.0
PE30099,ملعقة 18سم,اي بي سي,AC70001,7.0,4.75
PE30152,عصاة مطرقة,الشركة العالمية للتصدير و الإستيراد,,12.0,7.75
PE30158,منجل,الشركة العالمية للتصدير و الإستيراد,,10.0,5.75
P30165,عصاة فأس,الشركة العالمية للتصدير و الإستيراد,,21.0,14.5
PE30199,"سكينة تغليف 3""",اي بي سي,AC70026,5.0,2.95
P30326,عوامة 3/4,الشركة العالمية للتصدير و الإستيراد,,40.0,27.5
PE30345,مقص عنب,اي بي سي,AC18736,30.0,19.5
PA30377,كستولة,الشركة العالمية للتصدير و الإستيراد,,10.0,5.5
PE30417,عصاة ماصة,الشركة العالمية للتصدير و الإستيراد,,9.0,4.5
PA30418,عصاة مسحة,الشركة العالمية للتصدير و الإستيراد,,20.0,14.0
PA30431,ڨوانطي,فندر,,12.0,6.1
PA30432,ڨوانطي,فندر,,25.0,15.5
ACOL30581,ريتي لياسة حديد 25 سم,الشركة العالمية للتصدير و الإستيراد,,5.0,2.9
PA30586,سبتة التبجاني,الشركة العالمية للتصدير و الإستيراد,,20.0,15.5
RA20598,"فلفلة باب 1/2"" سن داخلي",الشركة العالمية للتصدير و الإستيراد,,30.0,19.0
RA20600,"كوربة توماتك 32 - 1"" سن خارجي",الشركة العالمية للتصدير و الإستيراد,,23.0,14.5
PA30393,قفل شنطة نحاس 32 مم,الشركة العالمية للتصدير و الإستيراد,263,4.0,1.9
PA30395,قفل شنطة نحاس 50 مم,الشركة العالمية للتصدير و الإستيراد,,7.0,4.5
PA30399,زاوية كرسي 20 * 37 * 1 مم (4 قطع),الشركة العالمية للتصدير و الإستيراد,,3.5,1.6
ELC2003,قرجوطة 23مم *50 م,فاندي,F0023,58.0,37.5
ELC2004,قرجوطة 26مم *50 م,فاندي,F0024,70.0,34.75
PA30017,مفتاح بيبة رقم13مم,الشركة العالمية للتصدير و الإستيراد,AC18693,10.0,4.85
PA30055,رزة باب حديد رقم12,الشركة العالمية للتصدير و الإستيراد,,10.0,3.5
PA30061,رزة باب حديد رقم14,الشركة العالمية للتصدير و الإستيراد,,10.0,4.5
PA30066,مفك سالب قصير كورة,سانيتاري ويرز,193000,10.0,3.5
EL50997,لامبة لد 60وات,دي بي اس,E27,20.0,10.75
PA30737,لقمة جيدور كروم رقم 11,الشركة العالمية للتصدير و الإستيراد,,12.0,2.75
PA30739,لقمة جيدور كروم رقم 13,الشركة العالمية للتصدير و الإستيراد,,12.0,2.75
PA30741,لقمة جيدور كروم رقم 8,الشركة العالمية للتصدير و الإستيراد,,8.0,2.75
RFP1213,"فسيبلي خلاط مطبخ شجرة (2طرف) ""1/2أنثى 50سم",فيرمر,,35.0,18.0
ARSB804093,مصب دوش بدون تحويلة,ليسو,31-079,180.0,95.0
ALVM56402,رأس سيفوني كروم,بريمكس,203,60.0,22.31
PE30457,طلاء بخاخ داخلي و خارجي رصاصي,سوتينول - الغزالة,,10.0,4.833
PE30432,قاعدة ماكينة سنفر6فتحات,الشركة العالمية للتصدير و الإستيراد,,32.0,25.5
PE30434,موس فرش قصير معا غيار,فندر,191801,10.0,4.25
PE30436,"سكينة تغليف يد بلاستك 10""",الشركة العالمية للتصدير و الإستيراد,,12.0,7.25
RA20453,"سنيسكا 32"" كروم",فرات,بي بي ر - PPR,125.0,97.75
MC10457,سرفنتينة 15 سم * 15 سم كروم,دافيس,,85.0,53.5
ARSB80506,مخرج شطاف كروم,ليسو,8-133,90.0,33.0
AASB30856,سلة قمامة ذهبي معلقة 5 لتر,سانيتاري ويرز,,133.0,100.0
RFP1543,"فسيبلي خلاط مطبخ شجرة (2طرف) ""1/2أنثى 60سم",ستار سانيتار,,20.0,8.25
RO10572,حنفية غسالة ''1/2 * ''3/4 كروم,توريما,1372-RO0271-002,60.0,35.0
RFP1877,"فسيبلي خلاط مطبخ شجرة (2طرف) ""1/2أنثى 60سم",ليريا,NT-240401-12,30.0,12.5
WA40444,غطاء مقعد تركي أبيض,تركي,OZBEST KP720,60.0,43.0
MD20524,خلاط دوش كروم,سانيتاري ويرز,OM-103,120.0,77.0
ARSB80760,مصب دوش مع تحويلة أسود,فيدار,FD12001-B,120.0,80.0
MD20857,خلاط دوش ذهبي,سانيتاري ويرز,OM-103-GOLD,150.0,88.0
MD20860,خلاط دوش أسود,سانيتاري ويرز,OM-103-BLACK,150.0,84.0
PS20733,علاقة ملابس ثلاثية دوران بدون قصبة,سانيتاري ويرز,2686,80.0,37.0
RFP1432,"فسيبلي خلاط (2طرف) ""1/2 أنثى 50سم",سانيتاري ويرز,,35.0,20.0
MM30024,خلاط حوض المطبخ حائطي كروم,شيزا,LONG,200.0,125.0
MD20248,خلاط دوش ذهبي,ليسو,G15-031,200.0,120.0
MC10452,مجرى 50 سم *6 سم كروم,درنيا,,330.0,200.0
ARSB80246,مصب دوش شلال بدون تحويلة كروم,سانيتاري ويرز,,240.0,155.0
CD40622,مسطرة دوش زوجية مربعة مع خلاط أسود,بن أمور,,520.0,320.0
ML10896,خلاط حوض وجه شاشة أسود,ليسو,JR031-88,290.0,175.0
ARSB80926,مصب دوش نحاس مع تحويلة كروم,ليسو,2505,180.0,115.0
MA20623,خلاط حوض المطبخ سحاب أسود-كروم,بن أمور,SUS304 PULL-OUT,300.0,175.0
MC10646,مجرى 40 سم *8 سم ذهبي,بن أمور,,220.0,85.0
ML10858,خلاط حوض وجه ذهبي,سانيتاري ويرز,OM-105-GOLD,150.0,77.0
MA20894,خلاط حوض المطبخ سحاب كروم,سانيتاري ويرز,WL15,350.0,230.0
AASB30737,رف فردي 50 سم,سانيتاري ويرز,wl7,100.0,55.0
AASB30672,فرشاة تنظيف مرحاض أسود,بن أمور,مجموعة بن عمر,85.0,50.0
AASB30401,حاملة ورق منظف كلينكس,سانيتاري ويرز,2683,90.0,33.0
ALVM50808,سيفون حوض الوجه كروم,توريما,1372-01658-002,300.0,205.0
WA40043,غطاء مقعد أبيض,كورنات,VIGO,90.0,45.0
EG30870,حوض مطبخ جرانيت رصاصي60*45 فردي,ب.أمور,Cedria,640.0,425.0
ARSB80079,شطاف ظغط دائري مع طوبو كروم,فينوس,AHF13,80.0,47.53
PE30033,استوك 10 كغ,دهانات المدينة مصراتة,معجون المدينة مصراتة,45.0,33.6
RA30001,طوبو1'' 6 متر,الرطيل,جي أم GM,45.0,33.0
RA30003,طوبو3'' 6 متر,الرطيل,جي أم GM,105.0,85.0
PE30098,ملعقة 18سم,اي بي سي,AC70001,7.0,4.75
PE30100,ملعقة 20سم,اي بي سي,AC70002,8.0,5.5
PE30101,ملعقة 20سم,اي بي سي,AC70002,8.0,5.5
PA30127,قفل طلقة 100 مم,الشركة العالمية للتصدير و الإستيراد,,25.0,17.5
PE30132,قادومة 200 غ,إنتكس,,9.0,4.75
PE30194,لصقة طلاء 27 مم,الشركة العالمية للتصدير و الإستيراد,2200,2.5,1.15
PLSA0266,وردة ذهبي,ليمكس,LY-2071,20.0,14.5
PE30321,كولة 473 مل,الشركة العالمية للتصدير و الإستيراد,,35.0,26.5
CC10340,كولة خشب 1 كغ,بنتكول,B 103,20.0,13.0
PA30493,بونتة 6 * 110 مم,الشركة العالمية للتصدير و الإستيراد,,5.0,2.35
PA30501,بونتة 20 * 450 مم,الشركة العالمية للتصدير و الإستيراد,,17.0,12.5
PE30374,اسمنت ابيض 50كغ,سانيتاري ويرز,اسمنت بورتلاندي ابيض,48.0,37.0
PA30063,مفك سالب,سانيتاري ويرز,193028,10.0,4.5
PE30896,عازل ناري 16 كغ,دهانات المدينة مصراتة,العازل,370.0,292.8
ARSB80275,كسكاس دوش مربع 250*250 مم مع قصبة كروم,ليسو,,250.0,120.0
RA20325,كسكاس ريتي 32غاطس,بوڨاتي,بي بي ر - PPR,40.0,31.5
RFP1375,"فسيبلي "" 1/2 ذكر * ""1/2 أنثى 50سم",سانيتاري ويرز,ايطالي,20.0,9.25
PLSA0233,"نبلس ""1/2 * ""3/8 كروم",سانيتاري ويرز,,10.0,4.5
AECU50057,صابونية حوض مطبخ أسود,سانيتاري ويرز,,35.0,12.0
ARSB80404,كسكاس رقبة خلاط متحركة كروم,سانيتاري ويرز,,5.0,0.375
ML30741,مرايا حمام مع إضاءة لد-عرض 60*90 سم,ديولو,DE 003,170.0,90.0
ARSB80755,مصب دوش بدون تحويلة أسود,فيدار,FD12002-B,90.0,57.0
ARSB80759,مصب دوش بدون تحويلة ذهبي,فيدار,FD12002-G,100.0,63.0
ARSB80934,مصب حوض وجه طويل بدون تحويلة كروم,ليسو,079-31,190.0,110.0
ML30935,مرايا حمام مع إضاءة لد 60*80سم اطار كروم,ديولو,DE 022-CC,200.0,125.0
ML30937,مرايا حمام مع إضاءة لد80*60سم,ديولو,DIOLLO 030,170.0,88.0
MT31007,خلاط شطاف مع شطاف كروم,فيغاروو,EM-003B,220.0,123.0
ML11008,خلاط حوض وجه طويل كروم,فيغاروو,EM-02,220.0,127.0
MT30249,خلاط شطاف مع شطاف ذهبي,ليسو,G2-079,180.0,100.0
ARSB80185,مخرج شطاف ذهبي,سانيتاري ويرز,,50.0,25.0
ME10572,خلاط حوض المطبخ شجرة كروم,توريما,TAG 8L52611-040,400.0,225.0
ARSB80765,وصلة مسطرة دوش30سم,DOUS,DS 06-213,25.0,7.5
MA20923,خلاط حوض المطبخ سحاب كروم مطفي,بن أمور,B.AMOR036,270.0,160.0
MA20931,خلاط حوض المطبخ سحاب كروم,ليسو,JR031-93,300.0,185.0
MA20910,خلاط حوض المطبخ سحاب ذهبي,بن أمور,B.AMOR027,445.0,295.0
ATWC50215,بتارية مقعد أرضي تحت,سانيتاري ويرز,,40.0,14.5
ARSB80477,طوبو دوش 150سم كروم,ليفرنو هوم,,50.0,20.0
AASB30003,موزع صابون كروم,فينوس,SD12C,80.0,41.71
WA40589,غطاء مقعد رايملس أبيض,ب.أمور,SC-SH-006,100.0,60.0
ML30800,مرايا حمام ضد البخار مع إضاءة لد 80*70 سم,سانيتاري ويرز,4004,200.0,125.0
EL10901,حوض مطبخ ستانلس ستيل منظومة بيانو 304 80*46 أسود,بن أمور,,980.0,620.0
